,date,ticker,data.open,data.high,data.low,data.close,data.volume,data.is_extended_hours
0,2022-04-29T15:00:00.000Z,NFLX,193.3,193.6,190.0,190.35,121654,False
1,2022-04-29T14:00:00.000Z,NFLX,195.77,196.0,192.78,193.36,73479,False
2,2022-04-29T13:00:00.000Z,NFLX,196.43,198.33,195.77,195.94,42755,False
3,2022-04-29T12:00:00.000Z,NFLX,199.93,200.0,195.91,196.42,39033,False
4,2022-04-29T11:00:00.000Z,NFLX,197.76,201.84,197.43,199.95,59004,False
5,2022-04-29T10:00:00.000Z,NFLX,204.17,204.24,196.3,197.8,91845,False
6,2022-04-29T09:00:00.000Z,NFLX,198.7,204.68,196.04,204.04,100671,False
7,2022-04-28T15:00:00.000Z,NFLX,200.96,201.42,198.54,199.44,108400,False
8,2022-04-28T14:00:00.000Z,NFLX,198.97,201.46,198.05,201.0,71665,False
9,2022-04-28T13:00:00.000Z,NFLX,197.82,199.12,196.81,198.94,75852,False
10,2022-04-28T12:00:00.000Z,NFLX,189.75,197.89,189.63,197.78,80541,False
11,2022-04-28T11:00:00.000Z,NFLX,187.4,191.53,187.1,189.74,87803,False
12,2022-04-28T10:00:00.000Z,NFLX,189.43,190.87,185.65,187.25,104183,False
13,2022-04-28T09:00:00.000Z,NFLX,191.63,193.18,187.41,189.43,78687,False
14,2022-04-27T15:00:00.000Z,NFLX,188.87,189.47,187.81,188.5,154046,False
15,2022-04-27T14:00:00.000Z,NFLX,191.05,191.24,188.75,188.9,148299,False
16,2022-04-27T13:00:00.000Z,NFLX,192.52,192.77,190.66,190.96,66596,False
17,2022-04-27T12:00:00.000Z,NFLX,191.2,194.19,190.57,192.52,55561,False
18,2022-04-27T11:00:00.000Z,NFLX,189.49,192.62,189.18,191.1,121977,False
19,2022-04-27T10:00:00.000Z,NFLX,197.58,198.71,189.13,189.43,236042,False
20,2022-04-27T09:00:00.000Z,NFLX,193.68,200.06,193.65,197.5,92651,False
21,2022-04-26T15:00:00.000Z,NFLX,202.81,203.39,198.28,198.37,122023,False
22,2022-04-26T14:00:00.000Z,NFLX,200.45,203.18,199.87,202.98,35678,False
23,2022-04-26T13:00:00.000Z,NFLX,202.53,202.55,199.32,200.48,46817,False
24,2022-04-26T12:00:00.000Z,NFLX,200.92,202.97,200.66,202.61,49577,False
25,2022-04-26T11:00:00.000Z,NFLX,202.29,202.36,199.22,200.88,109659,False
26,2022-04-26T10:00:00.000Z,NFLX,203.34,204.13,201.63,202.3,83686,False
27,2022-04-26T09:00:00.000Z,NFLX,208.71,209.06,203.25,203.48,55692,False
28,2022-04-25T16:00:00.000Z,NFLX,209.93,209.93,209.93,209.93,100,False
29,2022-04-25T15:00:00.000Z,NFLX,209.05,210.34,206.98,209.95,127614,False
30,2022-04-25T14:00:00.000Z,NFLX,205.4,210.33,204.75,209.1,61590,False
31,2022-04-25T13:00:00.000Z,NFLX,206.67,206.84,204.84,205.37,96934,False
32,2022-04-25T12:00:00.000Z,NFLX,207.68,208.27,206.03,206.62,73206,False
33,2022-04-25T11:00:00.000Z,NFLX,205.34,209.67,204.63,207.72,156623,False
34,2022-04-25T10:00:00.000Z,NFLX,211.84,212.52,205.34,205.36,190390,False
35,2022-04-25T09:00:00.000Z,NFLX,213.91,216.63,210.43,211.96,64495,False
36,2022-04-22T16:00:00.000Z,NFLX,215.42,215.42,215.42,215.42,200,False
37,2022-04-22T15:00:00.000Z,NFLX,214.69,217.44,213.78,215.57,158010,False
38,2022-04-22T14:00:00.000Z,NFLX,212.2,214.95,211.44,214.57,84934,False
39,2022-04-22T13:00:00.000Z,NFLX,212.22,213.33,210.08,212.2,105196,False
40,2022-04-22T12:00:00.000Z,NFLX,212.3,214.33,211.6,212.11,109972,False
41,2022-04-22T11:00:00.000Z,NFLX,218.78,219.26,211.56,212.41,240012,False
42,2022-04-22T10:00:00.000Z,NFLX,221.79,226.17,218.64,218.79,213868,False
43,2022-04-22T09:00:00.000Z,NFLX,220.15,223.7,218.26,221.63,177636,False
44,2022-04-21T16:00:00.000Z,NFLX,218.25,218.26,218.25,218.25,18,False
45,2022-04-21T15:00:00.000Z,NFLX,220.07,222.45,217.54,218.23,317653,False
46,2022-04-21T14:00:00.000Z,NFLX,216.69,220.14,214.52,220.04,162765,False
47,2022-04-21T13:00:00.000Z,NFLX,217.52,219.02,216.5,216.78,147225,False
48,2022-04-21T12:00:00.000Z,NFLX,215.17,219.4,214.9,217.54,149658,False
49,2022-04-21T11:00:00.000Z,NFLX,212.96,216.06,212.0,215.15,211162,False
50,2022-04-21T10:00:00.000Z,NFLX,218.31,218.84,211.55,212.9,484567,False
51,2022-04-21T09:00:00.000Z,NFLX,220.21,227.66,217.0,218.15,230148,False
52,2022-04-20T16:00:00.000Z,NFLX,225.99,226.05,225.99,225.99,108,False
53,2022-04-20T15:00:00.000Z,NFLX,220.14,227.12,220.0,226.02,387204,False
54,2022-04-20T14:00:00.000Z,NFLX,223.0,223.5,219.0,220.13,305818,False
55,2022-04-20T13:00:00.000Z,NFLX,224.48,228.41,222.42,223.18,166030,False
56,2022-04-20T12:00:00.000Z,NFLX,219.24,224.98,218.13,224.34,261451,False
57,2022-04-20T11:00:00.000Z,NFLX,223.81,227.19,218.06,219.51,486850,False
58,2022-04-20T10:00:00.000Z,NFLX,226.35,227.06,212.55,223.79,2100244,False
59,2022-04-20T09:00:00.000Z,NFLX,245.39,248.32,223.28,226.25,1776784,False
60,2022-04-19T15:00:00.000Z,NFLX,347.87,350.81,347.54,348.72,112642,False
61,2022-04-19T14:00:00.000Z,NFLX,347.22,348.94,346.22,347.96,39398,False
62,2022-04-19T13:00:00.000Z,NFLX,349.39,349.55,345.69,347.19,43377,False
63,2022-04-19T12:00:00.000Z,NFLX,350.91,351.4,349.05,349.38,43790,False
64,2022-04-19T11:00:00.000Z,NFLX,346.52,351.66,345.53,350.84,40229,False
65,2022-04-19T10:00:00.000Z,NFLX,341.94,348.53,340.7,346.41,58914,False
66,2022-04-19T09:00:00.000Z,NFLX,333.51,342.02,333.21,341.93,31465,False
67,2022-04-18T15:00:00.000Z,NFLX,337.45,337.89,334.67,337.87,55706,False
68,2022-04-18T14:00:00.000Z,NFLX,337.49,338.69,336.37,337.44,30079,False
69,2022-04-18T13:00:00.000Z,NFLX,333.79,338.36,333.25,337.72,29491,False
70,2022-04-18T12:00:00.000Z,NFLX,334.5,334.5,331.69,333.8,25664,False
71,2022-04-18T11:00:00.000Z,NFLX,335.2,335.95,332.36,334.6,38783,False
72,2022-04-18T10:00:00.000Z,NFLX,336.1,340.79,334.98,335.23,46132,False
73,2022-04-18T09:00:00.000Z,NFLX,340.13,342.34,334.07,336.26,39952,False
74,2022-04-14T16:00:00.000Z,NFLX,341.07,341.07,341.06,341.07,127,False
75,2022-04-14T15:00:00.000Z,NFLX,340.48,341.98,339.88,341.14,60616,False
76,2022-04-14T14:00:00.000Z,NFLX,341.17,343.01,340.34,340.36,16834,False
77,2022-04-14T13:00:00.000Z,NFLX,342.21,342.26,340.41,341.25,22668,False
78,2022-04-14T12:00:00.000Z,NFLX,343.74,344.41,340.91,342.36,28708,False
79,2022-04-14T11:00:00.000Z,NFLX,344.68,346.58,343.72,343.91,21957,False
