,date,ticker,data.open,data.high,data.low,data.close,data.volume,data.is_extended_hours
0,2022-04-29T16:00:00.000Z,AMZN,2485.63,2485.63,2485.63,2485.63,100,False
1,2022-04-29T15:00:00.000Z,AMZN,2452.0,2489.13,2445.01,2485.63,120561,False
2,2022-04-29T14:00:00.000Z,AMZN,2490.79,2491.61,2432.01,2452.0,74409,False
3,2022-04-29T13:00:00.000Z,AMZN,2506.95,2518.36,2490.4,2490.4,44924,False
4,2022-04-29T12:00:00.000Z,AMZN,2528.44,2532.0,2494.57,2506.76,81775,False
5,2022-04-29T11:00:00.000Z,AMZN,2541.34,2558.37,2525.47,2529.11,80087,False
6,2022-04-29T10:00:00.000Z,AMZN,2544.4,2559.99,2525.0,2542.04,117914,False
7,2022-04-29T09:00:00.000Z,AMZN,2596.97,2614.89,2521.0,2544.82,150504,False
8,2022-04-28T15:00:00.000Z,AMZN,2906.74,2915.52,2880.93,2899.99,80474,False
9,2022-04-28T14:00:00.000Z,AMZN,2896.75,2918.0,2891.78,2906.0,26431,False
10,2022-04-28T13:00:00.000Z,AMZN,2871.0,2897.6,2869.33,2896.75,32691,False
11,2022-04-28T12:00:00.000Z,AMZN,2824.71,2879.89,2814.99,2872.27,39256,False
12,2022-04-28T11:00:00.000Z,AMZN,2831.14,2848.36,2818.5,2823.86,35470,False
13,2022-04-28T10:00:00.000Z,AMZN,2833.15,2841.44,2806.06,2833.56,34721,False
14,2022-04-28T09:00:00.000Z,AMZN,2839.0,2855.2,2808.27,2833.05,28675,False
15,2022-04-27T16:00:00.000Z,AMZN,2760.52,2763.44,2760.25,2760.52,341,False
16,2022-04-27T15:00:00.000Z,AMZN,2762.45,2770.2,2748.99,2761.82,31565,False
17,2022-04-27T14:00:00.000Z,AMZN,2796.35,2798.22,2760.89,2763.08,10728,False
18,2022-04-27T13:00:00.000Z,AMZN,2798.08,2800.52,2769.25,2796.0,17510,False
19,2022-04-27T12:00:00.000Z,AMZN,2776.47,2809.64,2767.05,2796.69,16917,False
20,2022-04-27T11:00:00.000Z,AMZN,2772.82,2795.26,2767.46,2772.73,21503,False
21,2022-04-27T10:00:00.000Z,AMZN,2798.2,2815.77,2717.54,2772.83,51181,False
22,2022-04-27T09:00:00.000Z,AMZN,2803.73,2838.0,2793.93,2800.17,30418,False
23,2022-04-26T16:00:00.000Z,AMZN,2787.99,2787.99,2787.99,2787.99,73,False
24,2022-04-26T15:00:00.000Z,AMZN,2826.92,2829.78,2789.0,2789.0,44371,False
25,2022-04-26T14:00:00.000Z,AMZN,2814.33,2831.69,2809.22,2827.43,10905,False
26,2022-04-26T13:00:00.000Z,AMZN,2825.22,2825.22,2799.99,2812.32,15959,False
27,2022-04-26T12:00:00.000Z,AMZN,2787.15,2829.38,2786.82,2825.08,18019,False
28,2022-04-26T11:00:00.000Z,AMZN,2803.99,2804.99,2778.98,2785.61,31060,False
29,2022-04-26T10:00:00.000Z,AMZN,2833.11,2835.2,2801.06,2805.76,33641,False
30,2022-04-26T09:00:00.000Z,AMZN,2896.98,2896.98,2829.2,2833.06,19472,False
