,date,ticker,data.open,data.high,data.low,data.close,data.volume,data.is_extended_hours
0,2022-04-29T15:00:00.000Z,TSLA,883.53,886.87,870.0,870.56,142861,False
1,2022-04-29T14:00:00.000Z,TSLA,892.04,892.66,877.89,883.82,77277,False
2,2022-04-29T13:00:00.000Z,TSLA,896.04,905.73,891.97,892.23,58284,False
3,2022-04-29T12:00:00.000Z,TSLA,911.7,911.7,893.46,895.84,73777,False
4,2022-04-29T11:00:00.000Z,TSLA,908.59,918.95,903.41,911.06,78589,False
5,2022-04-29T10:00:00.000Z,TSLA,932.97,934.17,901.09,908.91,198666,False
6,2022-04-29T09:00:00.000Z,TSLA,902.19,933.33,890.27,932.69,166690,False
7,2022-04-28T16:00:00.000Z,TSLA,877.49,877.49,877.49,877.49,50,False
8,2022-04-28T15:00:00.000Z,TSLA,888.5,890.25,873.73,877.4,189786,False
9,2022-04-28T14:00:00.000Z,TSLA,878.45,895.0,870.59,888.72,123320,False
10,2022-04-28T13:00:00.000Z,TSLA,869.48,878.51,861.25,878.29,153383,False
11,2022-04-28T12:00:00.000Z,TSLA,838.98,875.74,836.85,869.39,189251,False
12,2022-04-28T11:00:00.000Z,TSLA,838.57,847.7,832.35,839.07,127801,False
13,2022-04-28T10:00:00.000Z,TSLA,841.98,844.67,821.76,837.97,245169,False
14,2022-04-28T09:00:00.000Z,TSLA,896.67,899.31,830.0,841.41,231509,False
15,2022-04-27T16:00:00.000Z,TSLA,881.69,881.78,881.69,881.69,447,False
16,2022-04-27T15:00:00.000Z,TSLA,886.87,887.44,877.45,881.68,123225,False
17,2022-04-27T14:00:00.000Z,TSLA,900.35,901.15,885.23,887.15,75356,False
18,2022-04-27T13:00:00.000Z,TSLA,901.76,903.63,895.52,899.78,48315,False
19,2022-04-27T12:00:00.000Z,TSLA,902.19,910.25,898.11,902.59,41901,False
20,2022-04-27T11:00:00.000Z,TSLA,896.31,910.48,896.05,901.74,88602,False
21,2022-04-27T10:00:00.000Z,TSLA,902.18,904.99,881.58,896.26,150916,False
22,2022-04-27T09:00:00.000Z,TSLA,898.03,917.8,892.69,902.49,161189,False
23,2022-04-26T16:00:00.000Z,TSLA,876.16,876.16,876.16,876.16,35,False
24,2022-04-26T15:00:00.000Z,TSLA,898.02,899.39,875.0,875.72,127175,False
25,2022-04-26T14:00:00.000Z,TSLA,886.45,897.88,882.7,897.7,80161,False
26,2022-04-26T13:00:00.000Z,TSLA,902.31,902.31,885.73,886.51,71689,False
27,2022-04-26T12:00:00.000Z,TSLA,893.66,906.8,891.6,902.34,113542,False
28,2022-04-26T11:00:00.000Z,TSLA,904.32,911.08,893.49,893.49,166712,False
29,2022-04-26T10:00:00.000Z,TSLA,943.66,946.99,902.33,904.83,347643,False
30,2022-04-26T09:00:00.000Z,TSLA,995.5,999.93,939.4,943.6,227657,False
31,2022-04-25T15:00:00.000Z,TSLA,991.74,1000.5,979.0,998.59,128955,False
32,2022-04-25T14:00:00.000Z,TSLA,996.66,1006.64,990.47,991.99,66315,False
33,2022-04-25T13:00:00.000Z,TSLA,992.91,1000.15,989.74,995.93,31546,False
34,2022-04-25T12:00:00.000Z,TSLA,991.31,1002.05,986.22,992.72,45149,False
35,2022-04-25T11:00:00.000Z,TSLA,994.19,1003.21,989.74,991.75,43307,False
36,2022-04-25T10:00:00.000Z,TSLA,989.81,1008.59,985.56,994.65,105453,False
37,2022-04-25T09:00:00.000Z,TSLA,979.69,995.97,975.42,989.52,116580,False
38,2022-04-22T16:00:00.000Z,TSLA,1004.94,1004.94,1004.94,1004.94,36,False
39,2022-04-22T15:00:00.000Z,TSLA,1004.86,1015.69,1003.68,1004.99,96055,False
40,2022-04-22T14:00:00.000Z,TSLA,1002.78,1015.68,1001.97,1004.83,46125,False
41,2022-04-22T13:00:00.000Z,TSLA,1012.34,1013.93,1002.36,1003.03,41277,False
42,2022-04-22T12:00:00.000Z,TSLA,1015.18,1021.66,1010.37,1011.0,55489,False
43,2022-04-22T11:00:00.000Z,TSLA,1024.48,1033.11,1013.75,1015.11,111127,False
44,2022-04-22T10:00:00.000Z,TSLA,1020.18,1034.79,1007.8,1024.85,135207,False
45,2022-04-22T09:00:00.000Z,TSLA,1015.2,1022.12,994.41,1019.85,119078,False
46,2022-04-21T15:00:00.000Z,TSLA,1003.63,1012.02,996.65,1009.15,132954,False
47,2022-04-21T14:00:00.000Z,TSLA,1027.03,1027.67,998.22,1003.09,101259,False
48,2022-04-21T13:00:00.000Z,TSLA,1033.22,1041.1,1026.96,1028.5,55782,False
49,2022-04-21T12:00:00.000Z,TSLA,1037.5,1042.19,1030.0,1033.64,59858,False
50,2022-04-21T11:00:00.000Z,TSLA,1056.79,1057.24,1036.21,1037.2,114236,False
51,2022-04-21T10:00:00.000Z,TSLA,1072.79,1076.42,1050.79,1056.95,167423,False
52,2022-04-21T09:00:00.000Z,TSLA,1074.99,1090.19,1061.9,1072.7,217567,False
53,2022-04-20T15:00:00.000Z,TSLA,977.37,985.43,975.31,976.32,100716,False
54,2022-04-20T14:00:00.000Z,TSLA,988.27,991.1,976.34,977.84,59508,False
55,2022-04-20T13:00:00.000Z,TSLA,986.63,990.49,983.36,988.4,51385,False
56,2022-04-20T12:00:00.000Z,TSLA,989.54,990.35,978.09,986.88,83559,False
57,2022-04-20T11:00:00.000Z,TSLA,1002.15,1003.48,987.48,989.25,85055,False
58,2022-04-20T10:00:00.000Z,TSLA,1003.38,1006.8,991.51,1002.14,152534,False
59,2022-04-20T09:00:00.000Z,TSLA,1030.21,1033.68,1002.29,1003.5,100400,False
60,2022-04-19T15:00:00.000Z,TSLA,1024.52,1029.52,1022.39,1028.3,69054,False
61,2022-04-19T14:00:00.000Z,TSLA,1026.25,1027.19,1018.07,1024.54,34909,False
62,2022-04-19T13:00:00.000Z,TSLA,1026.75,1029.35,1019.08,1026.43,32839,False
63,2022-04-19T12:00:00.000Z,TSLA,1029.24,1029.99,1023.3,1026.47,26393,False
64,2022-04-19T11:00:00.000Z,TSLA,1029.39,1034.8,1025.48,1029.06,49840,False
65,2022-04-19T10:00:00.000Z,TSLA,1019.65,1032.01,1015.6,1029.51,66873,False
66,2022-04-19T09:00:00.000Z,TSLA,1004.6,1020.09,995.4,1019.74,63067,False
67,2022-04-18T15:00:00.000Z,TSLA,1009.25,1011.3,996.83,1003.97,84251,False
68,2022-04-18T14:00:00.000Z,TSLA,1006.11,1014.77,1004.76,1009.22,68236,False
69,2022-04-18T13:00:00.000Z,TSLA,988.44,1007.49,987.88,1006.11,44082,False
70,2022-04-18T12:00:00.000Z,TSLA,999.18,999.41,985.49,987.93,37793,False
71,2022-04-18T11:00:00.000Z,TSLA,1003.55,1007.84,993.13,999.8,41115,False
72,2022-04-18T10:00:00.000Z,TSLA,977.51,1009.39,974.26,1003.75,87637,False
73,2022-04-18T09:00:00.000Z,TSLA,989.43,995.65,973.89,977.53,52552,False
74,2022-04-14T15:00:00.000Z,TSLA,987.43,992.05,984.18,984.67,102960,False
75,2022-04-14T14:00:00.000Z,TSLA,995.8,997.94,987.06,987.53,47122,False
76,2022-04-14T13:00:00.000Z,TSLA,984.81,995.75,984.64,995.66,57834,False
77,2022-04-14T12:00:00.000Z,TSLA,987.9,990.02,982.31,984.78,60091,False
78,2022-04-14T11:00:00.000Z,TSLA,985.6,992.35,984.89,988.01,56502,False
79,2022-04-14T10:00:00.000Z,TSLA,995.15,997.74,983.29,985.53,111608,False
