,date,ticker,data.open,data.high,data.low,data.close,data.volume,data.is_extended_hours
0,2022-04-29T15:00:00.000Z,GOOG,2325.51,2327.75,2294.68,2301.46,22513,False
1,2022-04-29T14:00:00.000Z,GOOG,2341.22,2343.81,2318.11,2325.7,6496,False
2,2022-04-29T13:00:00.000Z,GOOG,2342.7,2356.74,2341.55,2343.32,6390,False
3,2022-04-29T12:00:00.000Z,GOOG,2348.75,2348.83,2340.0,2343.12,6034,False
4,2022-04-29T11:00:00.000Z,GOOG,2346.68,2364.99,2341.36,2348.1,7790,False
5,2022-04-29T10:00:00.000Z,GOOG,2376.02,2376.02,2342.78,2348.58,14711,False
6,2022-04-29T09:00:00.000Z,GOOG,2353.4,2378.27,2341.84,2377.0,14052,False
7,2022-04-28T15:00:00.000Z,GOOG,2401.85,2408.89,2381.97,2388.0,27791,False
8,2022-04-28T14:00:00.000Z,GOOG,2391.53,2407.72,2388.24,2402.35,8592,False
9,2022-04-28T13:00:00.000Z,GOOG,2375.79,2401.19,2375.01,2391.91,15192,False
10,2022-04-28T12:00:00.000Z,GOOG,2338.82,2377.76,2336.25,2374.62,10970,False
11,2022-04-28T11:00:00.000Z,GOOG,2338.8,2353.1,2331.96,2339.07,10219,False
12,2022-04-28T10:00:00.000Z,GOOG,2322.73,2342.33,2309.2,2340.03,19058,False
13,2022-04-28T09:00:00.000Z,GOOG,2343.09,2349.17,2304.54,2322.97,29985,False
14,2022-04-27T16:00:00.000Z,GOOG,2301.5,2301.5,2301.5,2301.5,3,False
15,2022-04-27T15:00:00.000Z,GOOG,2308.03,2310.16,2284.02,2301.57,27889,False
16,2022-04-27T14:00:00.000Z,GOOG,2322.69,2327.1,2304.0,2307.23,15294,False
17,2022-04-27T13:00:00.000Z,GOOG,2337.62,2339.81,2312.45,2322.5,12989,False
18,2022-04-27T12:00:00.000Z,GOOG,2298.5,2342.44,2291.4,2338.65,12736,False
19,2022-04-27T11:00:00.000Z,GOOG,2305.74,2325.87,2296.28,2298.14,20586,False
20,2022-04-27T10:00:00.000Z,GOOG,2326.96,2335.03,2268.51,2306.43,45565,False
21,2022-04-27T09:00:00.000Z,GOOG,2286.67,2347.98,2262.11,2325.47,47084,False
22,2022-04-26T16:00:00.000Z,GOOG,2392.96,2392.96,2392.96,2392.96,1,False
23,2022-04-26T15:00:00.000Z,GOOG,2432.78,2434.75,2391.12,2391.15,22985,False
24,2022-04-26T14:00:00.000Z,GOOG,2401.84,2432.71,2398.14,2431.66,16854,False
25,2022-04-26T13:00:00.000Z,GOOG,2411.79,2411.79,2389.02,2400.14,7709,False
26,2022-04-26T12:00:00.000Z,GOOG,2383.97,2417.95,2383.97,2407.15,10218,False
27,2022-04-26T11:00:00.000Z,GOOG,2392.36,2399.21,2382.42,2384.05,9207,False
28,2022-04-26T10:00:00.000Z,GOOG,2401.66,2408.16,2383.24,2391.62,20471,False
29,2022-04-26T09:00:00.000Z,GOOG,2453.45,2453.45,2397.55,2403.16,14757,False
30,2022-04-25T16:00:00.000Z,GOOG,2465.44,2465.44,2465.44,2465.44,8,False
31,2022-04-25T15:00:00.000Z,GOOG,2448.64,2465.56,2429.66,2465.38,22785,False
32,2022-04-25T14:00:00.000Z,GOOG,2432.78,2458.35,2425.88,2447.46,10821,False
33,2022-04-25T13:00:00.000Z,GOOG,2437.16,2443.54,2427.56,2432.79,3359,False
34,2022-04-25T12:00:00.000Z,GOOG,2407.6,2442.64,2407.6,2436.77,7097,False
35,2022-04-25T11:00:00.000Z,GOOG,2437.75,2440.71,2403.23,2408.44,6669,False
36,2022-04-25T10:00:00.000Z,GOOG,2400.86,2462.69,2400.53,2438.12,18109,False
37,2022-04-25T09:00:00.000Z,GOOG,2387.92,2417.39,2375.0,2401.0,13034,False
38,2022-04-22T15:00:00.000Z,GOOG,2391.06,2414.68,2383.23,2391.3,33148,False
39,2022-04-22T14:00:00.000Z,GOOG,2396.24,2411.28,2383.57,2391.51,9120,False
40,2022-04-22T13:00:00.000Z,GOOG,2406.48,2408.77,2395.09,2396.0,11554,False
41,2022-04-22T12:00:00.000Z,GOOG,2415.0,2421.89,2405.0,2405.0,14438,False
42,2022-04-22T11:00:00.000Z,GOOG,2451.73,2458.94,2414.08,2416.56,28772,False
43,2022-04-22T10:00:00.000Z,GOOG,2473.4,2482.79,2442.0,2450.37,23170,False
